post_id,text,label,date,likes,shares
2286,I feel empty even when I'm around people 🙏,1,2026-02-28,40,11
2287,I struggle to get out of bed these days !!! #life,1,2026-03-24,9,2
2288,Feeling motivated to achieve my goals 😊,0,2026-01-14,77,5
2289,Sleep has been really bad due to stress !!! #anxiety,1,2026-01-16,46,2
2290,I am excited about upcoming opportunities 😊 #happy,0,2026-04-10,26,17
2291,Nothing feels meaningful anymore 😊 #anxiety,1,2026-03-21,34,5
2292,I feel like I'm falling apart mentally ...,1,2026-02-17,32,8
2293,I feel completely overwhelmed and exhausted lately 🙂 #happy,1,2026-02-13,58,3
2294,Sleep has been really bad due to stress 🙏 #life,1,2026-01-13,51,15
2295,I feel like I'm falling apart mentally 💙 #peace,1,2026-03-20,41,11
2296,Life has been peaceful and balanced lately 😊 #mentalhealth,0,2026-03-08,59,1
2297,I can't stop overthinking everything 💙 #happy,1,2026-03-13,24,12
2298,My mind won't stop racing at night !!! #anxiety,1,2026-01-07,5,2
2299,Just finished a great workout session  #happy,0,2026-01-11,82,12
2300,Nothing feels meaningful anymore 🙏 #anxiety,1,2026-04-17,17,10
2301,Nothing feels meaningful anymore 💙 #mentalhealth,1,2026-01-27,34,0
2302,I am excited about upcoming opportunities ... #happy,0,2026-01-05,28,10
2303,I feel like I'm falling apart mentally !!! #stress,1,2026-03-11,19,7
2304,I feel completely overwhelmed and exhausted lately 🙂 #stress,1,2026-03-20,40,9
2305,Feeling grateful for everything in my life  #stress,0,2026-01-29,51,6
2306,Nothing feels meaningful anymore 🙏 #life,1,2026-03-01,54,4
2307,I feel like I'm falling apart mentally !!! #peace,1,2026-03-30,0,3
2308,Enjoyed a nice walk and fresh air 😊 #anxiety,0,2026-04-01,74,14
2309,I can't stop overthinking everything 😊 #life,1,2026-01-16,45,0
2310,Feeling calm and mentally refreshed !!!,0,2026-02-24,73,14
2311,Just finished a great workout session 😊 #stress,0,2026-01-08,40,15
2312,Spent quality time with friends and laughed a lot 💙 #peace,0,2026-01-25,27,9
2313,Feeling motivated to achieve my goals  #wellbeing,0,2026-03-24,73,15
2314,Enjoyed a nice walk and fresh air !!! #stress,0,2026-04-16,95,14
2315,Today was simple but really good 💙 #peace,0,2026-04-21,131,10
2316,I feel empty even when I'm around people !!! #happy,1,2026-04-01,19,8
2317,I am excited about upcoming opportunities 🙏 #life,0,2026-01-27,47,12
2318,Nothing feels meaningful anymore 💔 #stress,1,2026-03-21,20,0
2319,My mind won't stop racing at night  #stress,1,2026-02-22,49,8
2320,Life has been peaceful and balanced lately  #mentalhealth,0,2026-04-30,59,10
2321,Had a really productive and positive day today  #happy,0,2026-02-17,30,9
2322,I struggle to get out of bed these days !!! #stress,1,2026-03-04,12,3
2323,I am excited about upcoming opportunities !!! #peace,0,2026-04-23,24,12
2324,Feeling grateful for everything in my life 😊 #life,0,2026-03-30,53,12
2325,Had a really productive and positive day today ... #stress,0,2026-01-07,40,11
2326,Sleep has been really bad due to stress ... #life,1,2026-01-16,27,5
2327,Had a really productive and positive day today 💔 #wellbeing,0,2026-02-25,115,19
2328,Feeling motivated to achieve my goals !!! #anxiety,0,2026-01-30,84,24
2329,Enjoyed a nice walk and fresh air 🙂 #happy,0,2026-01-05,48,14
2330,Nothing feels meaningful anymore 🙏,1,2026-03-16,51,8
2331,Life has been peaceful and balanced lately  #happy,0,2026-02-23,39,15
2332,Feeling grateful for everything in my life ... #wellbeing,0,2026-03-19,60,10
2333,I can't stop overthinking everything 💔 #mentalhealth,1,2026-04-24,7,1
2334,Life has been peaceful and balanced lately 🙂 #happy,0,2026-02-09,47,1
2335,Just finished a great workout session 💔 #anxiety,0,2026-03-01,84,15
2336,I am excited about upcoming opportunities 💔 #peace,0,2026-02-02,92,5
2337,Today was simple but really good 💔 #anxiety,0,2026-03-06,16,0
2338,I am excited about upcoming opportunities 🙏 #anxiety,0,2026-01-30,3,13
2339,Just finished a great workout session 🙏,0,2026-03-13,81,1
2340,I feel completely overwhelmed and exhausted lately 💙 #happy,1,2026-01-07,19,8
2341,Had a really productive and positive day today 💙 #happy,0,2026-02-16,36,14
2342,Had a really productive and positive day today  #peace,0,2026-02-17,66,16
2343,Enjoyed a nice walk and fresh air  #wellbeing,0,2026-03-12,63,0
2344,My anxiety is getting worse every day  #life,1,2026-01-20,23,4
2345,Just finished a great workout session ...,0,2026-03-10,25,14
2346,Just finished a great workout session  #mentalhealth,0,2026-04-28,62,3
2347,I can't stop overthinking everything 😊 #anxiety,1,2026-04-22,25,7
2348,My anxiety is getting worse every day 💙 #peace,1,2026-01-15,28,2
2349,Enjoyed a nice walk and fresh air 🙏 #peace,0,2026-04-11,49,7
2350,My mind won't stop racing at night 💙 #life,1,2026-03-02,22,0
2351,I feel hopeless about the future 🙏 #wellbeing,1,2026-03-22,14,2
2352,Feeling grateful for everything in my life 💙,0,2026-02-16,64,14
2353,Feeling grateful for everything in my life ... #life,0,2026-04-02,70,11
2354,Feeling motivated to achieve my goals 😊 #wellbeing,0,2026-02-26,55,15
2355,I struggle to get out of bed these days 😊 #anxiety,1,2026-02-17,25,4
2356,I can't stop overthinking everything 🙂 #mentalhealth,1,2026-01-09,26,4
2357,Just finished a great workout session,0,2026-04-06,83,7
2358,Feeling motivated to achieve my goals 🙂 #anxiety,0,2026-03-01,59,8
2359,I feel completely overwhelmed and exhausted lately  #anxiety,1,2026-02-16,9,11
2360,Today was simple but really good 🙏 #stress,0,2026-03-07,78,4
2361,Had a really productive and positive day today 💔 #anxiety,0,2026-04-16,78,22
2362,I feel completely overwhelmed and exhausted lately 😊 #wellbeing,1,2026-01-08,2,7
2363,My anxiety is getting worse every day !!! #peace,1,2026-04-01,42,0
2364,I can't stop overthinking everything 💙 #wellbeing,1,2026-02-09,0,5
2365,My anxiety is getting worse every day 🙂 #stress,1,2026-02-24,2,1
2366,I can't stop overthinking everything !!! #wellbeing,1,2026-03-22,15,4
2367,Nothing feels meaningful anymore 🙏 #mentalhealth,1,2026-03-21,7,6
2368,Feeling motivated to achieve my goals  #wellbeing,0,2026-01-18,42,11
2369,Feeling motivated to achieve my goals 🙏 #anxiety,0,2026-03-09,89,8
2370,Feeling grateful for everything in my life ... #stress,0,2026-02-09,78,6
2371,Sleep has been really bad due to stress  #wellbeing,1,2026-03-28,24,0
2372,Just finished a great workout session 💔 #wellbeing,0,2026-04-30,96,12
2373,Feeling grateful for everything in my life !!! #anxiety,0,2026-04-13,89,16
2374,My mind won't stop racing at night 🙏 #wellbeing,1,2026-02-20,15,4
2375,I feel like I'm falling apart mentally 😊 #life,1,2026-02-14,30,5
2376,Feeling calm and mentally refreshed ...,0,2026-03-06,71,16
2377,Spent quality time with friends and laughed a lot 🙏,0,2026-01-26,38,15
2378,Feeling calm and mentally refreshed 😊 #peace,0,2026-02-16,80,11
2379,Just finished a great workout session !!! #mentalhealth,0,2026-02-01,83,1
2380,Sleep has been really bad due to stress 💔 #happy,1,2026-03-09,8,4
2381,I can't stop overthinking everything 💔 #stress,1,2026-03-20,32,4
2382,Feeling calm and mentally refreshed !!! #peace,0,2026-03-10,50,11
2383,Today was simple but really good 🙂 #mentalhealth,0,2026-01-17,43,13
2384,Had a really productive and positive day today 😊 #wellbeing,0,2026-03-07,87,16
2385,I feel like I'm falling apart mentally 😊,1,2026-01-07,30,0
2386,Today was simple but really good 💔 #anxiety,0,2026-03-17,39,7
2387,Feeling motivated to achieve my goals 😊 #life,0,2026-03-31,79,10
2388,My anxiety is getting worse every day  #happy,1,2026-03-08,28,11
2389,Enjoyed a nice walk and fresh air !!! #life,0,2026-01-03,77,6
2390,My anxiety is getting worse every day !!! #peace,1,2026-03-24,54,6
2391,I struggle to get out of bed these days,1,2026-03-27,46,0
2392,My mind won't stop racing at night 💔 #anxiety,1,2026-01-30,14,16
2393,Enjoyed a nice walk and fresh air 💙 #happy,0,2026-01-13,65,19
2394,Feeling grateful for everything in my life 💔 #mentalhealth,0,2026-03-23,21,8
2395,I am excited about upcoming opportunities 🙂 #life,0,2026-01-24,58,14
2396,I am excited about upcoming opportunities 😊 #life,0,2026-02-19,42,15
2397,I can't stop overthinking everything,1,2026-03-09,28,12
2398,I feel like I'm falling apart mentally  #peace,1,2026-02-02,25,0
2399,My mind won't stop racing at night ... #wellbeing,1,2026-01-27,9,4
2400,Feeling motivated to achieve my goals 😊 #happy,0,2026-04-23,59,18
2401,Enjoyed a nice walk and fresh air 🙂 #stress,0,2026-03-27,49,15
2402,Feeling grateful for everything in my life 🙂 #stress,0,2026-01-13,50,11
2403,I feel completely overwhelmed and exhausted lately 💙,1,2026-03-12,32,2
2404,I can't stop overthinking everything 💙 #wellbeing,1,2026-01-29,47,6
2405,Feeling calm and mentally refreshed 💙 #mentalhealth,0,2026-03-10,45,8
2406,Feeling motivated to achieve my goals  #happy,0,2026-01-12,78,9
2407,Just finished a great workout session !!! #life,0,2026-04-11,75,20
2408,My anxiety is getting worse every day 🙏 #happy,1,2026-04-11,4,12
2409,Sleep has been really bad due to stress,1,2026-02-07,8,9
2410,I feel completely overwhelmed and exhausted lately  #stress,1,2026-02-23,42,11
2411,I feel empty even when I'm around people 💔 #wellbeing,1,2026-03-17,13,4
2412,Had a really productive and positive day today ... #life,0,2026-02-13,66,12
2413,Feeling grateful for everything in my life !!! #wellbeing,0,2026-03-03,78,12
2414,Just finished a great workout session 💔 #life,0,2026-01-12,91,17
2415,Just finished a great workout session !!!,0,2026-01-08,92,16
2416,I feel hopeless about the future  #stress,1,2026-04-09,44,5
2417,Had a really productive and positive day today 🙂 #wellbeing,0,2026-04-27,94,9
2418,Today was simple but really good ... #mentalhealth,0,2026-02-09,37,10
2419,Nothing feels meaningful anymore !!!,1,2026-01-09,30,6
2420,My anxiety is getting worse every day  #anxiety,1,2026-01-20,43,11
2421,Just finished a great workout session !!! #life,0,2026-01-01,51,12
2422,Enjoyed a nice walk and fresh air 💔 #stress,0,2026-01-30,77,14
2423,Sleep has been really bad due to stress ...,1,2026-01-05,35,5
2424,I feel empty even when I'm around people 💙 #anxiety,1,2026-04-04,24,7
2425,Today was simple but really good  #happy,0,2026-01-25,77,16
2426,Nothing feels meaningful anymore !!! #wellbeing,1,2026-03-09,22,6
2427,Life has been peaceful and balanced lately  #happy,0,2026-04-16,68,14
2428,Today was simple but really good 💙 #peace,0,2026-03-31,24,4
2429,My anxiety is getting worse every day  #happy,1,2026-03-15,23,10
2430,I can't stop overthinking everything 💙 #happy,1,2026-01-29,23,11
2431,My mind won't stop racing at night  #mentalhealth,1,2026-01-16,37,2
2432,I feel like I'm falling apart mentally  #peace,1,2026-01-22,20,7
2433,I feel empty even when I'm around people 💙 #life,1,2026-02-01,43,4
2434,I feel completely overwhelmed and exhausted lately ... #peace,1,2026-03-01,41,4
2435,Life has been peaceful and balanced lately 🙏 #happy,0,2026-04-25,61,17
2436,I feel hopeless about the future 🙂 #mentalhealth,1,2026-02-15,24,10
2437,Life has been peaceful and balanced lately !!! #mentalhealth,0,2026-03-13,36,9
2438,Today was simple but really good 💙 #mentalhealth,0,2026-02-02,108,16
2439,I feel hopeless about the future 💙,1,2026-04-13,16,2
2440,Feeling motivated to achieve my goals ... #anxiety,0,2026-03-24,29,13
2441,Had a really productive and positive day today 💔 #happy,0,2026-03-28,55,8
2442,I feel hopeless about the future 😊 #life,1,2026-03-07,43,7
2443,Sleep has been really bad due to stress  #mentalhealth,1,2026-03-27,35,7
2444,My anxiety is getting worse every day 😊 #life,1,2026-03-04,3,7
2445,Feeling calm and mentally refreshed 😊 #happy,0,2026-02-25,74,17
2446,My anxiety is getting worse every day 💙 #anxiety,1,2026-01-16,26,7
2447,Enjoyed a nice walk and fresh air 💔,0,2026-04-15,34,9
2448,I feel hopeless about the future  #mentalhealth,1,2026-02-26,29,5
2449,I can't stop overthinking everything ... #anxiety,1,2026-04-26,34,4
2450,Enjoyed a nice walk and fresh air 😊 #stress,0,2026-03-24,30,11
2451,Just finished a great workout session !!! #life,0,2026-04-18,17,9
2452,I feel empty even when I'm around people  #anxiety,1,2026-02-09,58,7
2453,Feeling motivated to achieve my goals 🙏 #mentalhealth,0,2026-01-16,43,10
2454,Feeling motivated to achieve my goals ... #wellbeing,0,2026-02-14,34,15
2455,Life has been peaceful and balanced lately 💙 #happy,0,2026-01-24,28,17
2456,Feeling calm and mentally refreshed !!! #stress,0,2026-02-22,123,5
2457,I can't stop overthinking everything !!! #wellbeing,1,2026-02-20,3,3
2458,I am excited about upcoming opportunities  #anxiety,0,2026-03-25,88,6
2459,I feel completely overwhelmed and exhausted lately  #happy,1,2026-02-10,32,0
2460,I feel completely overwhelmed and exhausted lately 😊 #mentalhealth,1,2026-01-06,45,2
2461,I struggle to get out of bed these days ... #wellbeing,1,2026-03-07,16,7
2462,Enjoyed a nice walk and fresh air !!! #life,0,2026-02-12,76,14
2463,I am excited about upcoming opportunities 🙂 #happy,0,2026-02-03,24,19
2464,My mind won't stop racing at night 🙂 #peace,1,2026-04-02,33,5
2465,I feel like I'm falling apart mentally !!! #peace,1,2026-02-04,7,1
2466,Life has been peaceful and balanced lately ... #life,0,2026-02-15,63,7
2467,Nothing feels meaningful anymore 🙏 #wellbeing,1,2026-04-21,22,6
2468,Sleep has been really bad due to stress 💙,1,2026-01-24,16,12
2469,Life has been peaceful and balanced lately !!! #stress,0,2026-02-08,22,5
2470,Feeling motivated to achieve my goals 😊 #life,0,2026-01-14,70,10
2471,Feeling calm and mentally refreshed ... #wellbeing,0,2026-03-09,71,13
2472,I can't stop overthinking everything 💔 #stress,1,2026-03-13,17,5
2473,My anxiety is getting worse every day 💔 #anxiety,1,2026-04-30,20,4
2474,Enjoyed a nice walk and fresh air 🙂 #life,0,2026-01-08,63,15
2475,Feeling calm and mentally refreshed 💔 #stress,0,2026-01-16,92,19
2476,Feeling motivated to achieve my goals !!! #mentalhealth,0,2026-04-23,61,13
2477,I feel completely overwhelmed and exhausted lately ... #peace,1,2026-01-26,36,4
2478,Feeling calm and mentally refreshed ... #mentalhealth,0,2026-01-30,61,18
2479,I feel completely overwhelmed and exhausted lately 😊,1,2026-03-06,29,0
2480,Nothing feels meaningful anymore 🙂,1,2026-02-28,20,2
2481,Life has been peaceful and balanced lately 💙 #stress,0,2026-02-20,82,11
2482,Life has been peaceful and balanced lately 💔 #peace,0,2026-01-24,50,6
2483,Today was simple but really good 🙏 #wellbeing,0,2026-02-23,10,13
2484,Feeling calm and mentally refreshed 💙 #mentalhealth,0,2026-02-24,23,14
2485,Life has been peaceful and balanced lately 💙 #anxiety,0,2026-01-13,72,9
2486,Sleep has been really bad due to stress 😊 #happy,1,2026-04-09,32,10
2487,I am excited about upcoming opportunities !!! #mentalhealth,0,2026-03-27,61,5
2488,My anxiety is getting worse every day 🙂 #wellbeing,1,2026-01-07,45,14
2489,I can't stop overthinking everything  #stress,1,2026-01-15,18,11
2490,Just finished a great workout session 😊 #anxiety,0,2026-03-22,97,9
2491,Feeling calm and mentally refreshed !!! #wellbeing,0,2026-02-09,33,4
2492,Feeling motivated to achieve my goals  #wellbeing,0,2026-01-27,49,18
2493,Sleep has been really bad due to stress  #wellbeing,1,2026-01-17,8,2
2494,I can't stop overthinking everything 🙏 #happy,1,2026-01-23,27,6
2495,Just finished a great workout session  #happy,0,2026-02-23,6,10
2496,I feel hopeless about the future 😊 #stress,1,2026-02-04,11,3
2497,Just finished a great workout session  #life,0,2026-01-19,25,16
2498,I can't stop overthinking everything ... #mentalhealth,1,2026-03-11,41,11
2499,Today was simple but really good !!! #mentalhealth,0,2026-04-21,59,19
2500,My anxiety is getting worse every day ... #peace,1,2026-04-12,11,13
2501,Had a really productive and positive day today 🙏 #mentalhealth,0,2026-02-25,42,25
2502,Life has been peaceful and balanced lately 💔 #anxiety,0,2026-01-04,87,14
2503,Nothing feels meaningful anymore 💔,1,2026-01-31,17,6
2504,Had a really productive and positive day today 🙏 #happy,0,2026-02-24,51,17
2505,Today was simple but really good !!! #life,0,2026-02-01,62,20
2506,Nothing feels meaningful anymore 💔 #stress,1,2026-03-09,5,5
2507,Enjoyed a nice walk and fresh air  #life,0,2026-02-17,23,9
2508,Feeling grateful for everything in my life ... #mentalhealth,0,2026-01-17,56,5
2509,I feel completely overwhelmed and exhausted lately !!!,1,2026-03-23,0,3
2510,My mind won't stop racing at night 💔,1,2026-02-18,0,2
2511,Life has been peaceful and balanced lately !!!,0,2026-03-27,50,11
2512,Today was simple but really good 🙏 #happy,0,2026-03-18,42,8
2513,Feeling calm and mentally refreshed,0,2026-02-19,52,23
2514,Just finished a great workout session 🙏 #anxiety,0,2026-03-07,51,23
2515,Feeling grateful for everything in my life !!! #wellbeing,0,2026-01-07,52,16
2516,Spent quality time with friends and laughed a lot !!! #anxiety,0,2026-02-16,58,12
2517,Feeling calm and mentally refreshed 🙂,0,2026-01-18,60,9
2518,Nothing feels meaningful anymore 😊 #happy,1,2026-04-26,39,9
2519,Had a really productive and positive day today 💔 #mentalhealth,0,2026-04-25,77,21
2520,Feeling calm and mentally refreshed 😊 #stress,0,2026-02-20,37,9
2521,Today was simple but really good 🙂 #stress,0,2026-01-11,93,17
2522,Just finished a great workout session 🙂 #mentalhealth,0,2026-02-21,64,6
2523,I feel hopeless about the future 🙏 #life,1,2026-03-28,25,13
2524,Feeling motivated to achieve my goals 💙 #stress,0,2026-01-29,66,8
2525,My mind won't stop racing at night  #mentalhealth,1,2026-04-30,18,14
2526,I feel hopeless about the future ... #wellbeing,1,2026-02-19,15,2
2527,Today was simple but really good 🙂,0,2026-02-06,104,18
2528,Had a really productive and positive day today ... #wellbeing,0,2026-03-01,95,14
2529,Enjoyed a nice walk and fresh air !!! #life,0,2026-03-06,61,1
2530,Feeling calm and mentally refreshed ... #wellbeing,0,2026-01-19,71,8
2531,Nothing feels meaningful anymore 😊 #mentalhealth,1,2026-03-07,9,9
2532,Feeling grateful for everything in my life 🙏 #peace,0,2026-04-16,65,15
2533,Enjoyed a nice walk and fresh air 🙏 #peace,0,2026-01-30,87,12
2534,Feeling grateful for everything in my life 🙏 #peace,0,2026-04-10,63,0
2535,I feel like I'm falling apart mentally 🙏 #life,1,2026-01-11,0,3
2536,Today was simple but really good ... #happy,0,2026-03-03,70,19
2537,I feel completely overwhelmed and exhausted lately 🙂 #peace,1,2026-02-27,59,4
2538,I feel like I'm falling apart mentally 😊 #anxiety,1,2026-01-01,30,11
2539,I can't stop overthinking everything !!! #anxiety,1,2026-02-24,11,5
2540,Nothing feels meaningful anymore !!! #mentalhealth,1,2026-02-23,27,4
2541,I feel completely overwhelmed and exhausted lately 💙 #stress,1,2026-01-12,41,4
2542,My mind won't stop racing at night 💙,1,2026-01-17,18,5
2543,I feel hopeless about the future !!! #mentalhealth,1,2026-04-06,15,9
2544,Feeling motivated to achieve my goals 🙂 #anxiety,0,2026-03-07,34,22
2545,Just finished a great workout session !!! #mentalhealth,0,2026-04-23,67,22
2546,Just finished a great workout session 🙂 #wellbeing,0,2026-04-18,93,9
2547,Spent quality time with friends and laughed a lot 🙂 #peace,0,2026-03-21,47,3
2548,Feeling calm and mentally refreshed 😊 #stress,0,2026-03-20,15,14
2549,I feel hopeless about the future 🙏 #peace,1,2026-01-13,28,3
2550,Today was simple but really good !!!,0,2026-04-21,42,17
2551,Feeling grateful for everything in my life 💙 #happy,0,2026-02-27,32,13
2552,I struggle to get out of bed these days 🙏 #stress,1,2026-03-05,73,2
2553,Feeling calm and mentally refreshed !!!,0,2026-03-25,41,11
2554,I feel completely overwhelmed and exhausted lately 🙂,1,2026-01-26,16,7
2555,My mind won't stop racing at night 💔 #happy,1,2026-01-30,42,4
2556,Had a really productive and positive day today 🙂,0,2026-02-07,53,13
2557,Nothing feels meaningful anymore 💔 #wellbeing,1,2026-01-06,0,7
2558,I struggle to get out of bed these days 💙 #peace,1,2026-02-16,17,6
2559,Had a really productive and positive day today 🙏 #mentalhealth,0,2026-04-25,77,15
2560,Nothing feels meaningful anymore 😊 #wellbeing,1,2026-04-22,0,2
2561,Feeling grateful for everything in my life 🙏 #peace,0,2026-04-22,62,17
2562,I feel like I'm falling apart mentally 💙 #anxiety,1,2026-03-13,10,0
2563,Life has been peaceful and balanced lately 💔,0,2026-04-30,27,11
2564,Feeling motivated to achieve my goals 💙 #anxiety,0,2026-04-30,101,5
2565,Life has been peaceful and balanced lately 💙,0,2026-03-23,75,2
2566,My mind won't stop racing at night ... #life,1,2026-02-16,27,10
2567,I can't stop overthinking everything 🙂,1,2026-03-06,29,5
2568,I feel completely overwhelmed and exhausted lately 🙂 #happy,1,2026-01-02,8,4
2569,I feel like I'm falling apart mentally  #wellbeing,1,2026-01-06,21,0
2570,I feel hopeless about the future 😊 #mentalhealth,1,2026-04-04,15,2
2571,Feeling calm and mentally refreshed 🙂,0,2026-02-28,53,13
2572,Feeling grateful for everything in my life ... #wellbeing,0,2026-01-25,91,17
2573,Today was simple but really good ... #wellbeing,0,2026-01-26,8,8
2574,I can't stop overthinking everything 🙂 #mentalhealth,1,2026-04-12,2,10
2575,Just finished a great workout session ... #stress,0,2026-04-04,41,21
2576,Sleep has been really bad due to stress 🙂 #stress,1,2026-02-10,1,8
2577,I feel completely overwhelmed and exhausted lately 💔 #anxiety,1,2026-01-10,22,11
2578,Spent quality time with friends and laughed a lot 😊 #peace,0,2026-01-29,30,13
2579,Spent quality time with friends and laughed a lot 💙,0,2026-02-06,71,12
2580,I struggle to get out of bed these days 🙂 #peace,1,2026-02-23,30,6
2581,Just finished a great workout session 💙 #life,0,2026-04-06,62,20
2582,I feel empty even when I'm around people !!! #mentalhealth,1,2026-02-16,32,9
2583,Feeling motivated to achieve my goals  #happy,0,2026-02-23,16,8
2584,Feeling calm and mentally refreshed 💙 #happy,0,2026-01-27,38,17
2585,Feeling grateful for everything in my life 🙏 #mentalhealth,0,2026-03-10,23,18
2586,Enjoyed a nice walk and fresh air 💔 #stress,0,2026-04-26,70,19
2587,I feel hopeless about the future 💔 #stress,1,2026-04-01,26,0
2588,I feel completely overwhelmed and exhausted lately 💔,1,2026-04-14,44,7
2589,Had a really productive and positive day today !!! #life,0,2026-02-23,38,18
2590,I struggle to get out of bed these days !!! #wellbeing,1,2026-03-29,34,7
2591,Nothing feels meaningful anymore 😊,1,2026-03-04,15,4
2592,Sleep has been really bad due to stress ... #life,1,2026-03-04,40,8
2593,Spent quality time with friends and laughed a lot 🙂 #peace,0,2026-03-10,80,25
2594,I feel like I'm falling apart mentally  #anxiety,1,2026-01-26,27,8
2595,I feel completely overwhelmed and exhausted lately !!! #stress,1,2026-03-09,0,0
2596,I struggle to get out of bed these days 😊 #life,1,2026-01-03,51,4
2597,I feel empty even when I'm around people !!! #mentalhealth,1,2026-02-07,37,9
2598,I feel empty even when I'm around people 💙 #happy,1,2026-02-21,39,3
2599,Life has been peaceful and balanced lately 💔 #mentalhealth,0,2026-04-15,63,6
2600,Feeling grateful for everything in my life 🙂,0,2026-02-07,46,6
2601,I am excited about upcoming opportunities 🙂 #anxiety,0,2026-03-04,57,26
2602,Feeling motivated to achieve my goals 💙 #mentalhealth,0,2026-02-24,9,4
2603,Sleep has been really bad due to stress 💙 #anxiety,1,2026-04-01,16,6
2604,Had a really productive and positive day today ... #stress,0,2026-02-15,49,16
2605,My anxiety is getting worse every day  #mentalhealth,1,2026-01-20,25,8
2606,Sleep has been really bad due to stress 😊 #mentalhealth,1,2026-04-26,21,10
2607,I feel completely overwhelmed and exhausted lately 🙂 #wellbeing,1,2026-01-16,13,1
2608,Life has been peaceful and balanced lately 😊 #happy,0,2026-04-08,78,10
2609,I feel completely overwhelmed and exhausted lately  #life,1,2026-04-30,38,7
2610,Feeling motivated to achieve my goals !!! #mentalhealth,0,2026-01-31,62,11
2611,Feeling grateful for everything in my life 🙂 #life,0,2026-01-17,53,24
2612,Feeling motivated to achieve my goals !!! #wellbeing,0,2026-04-27,61,12
2613,Feeling grateful for everything in my life !!! #stress,0,2026-01-06,110,20
2614,My mind won't stop racing at night 🙂,1,2026-03-14,31,9
2615,I feel like I'm falling apart mentally  #wellbeing,1,2026-04-26,19,6
2616,My mind won't stop racing at night 😊 #anxiety,1,2026-04-16,34,1
2617,I feel completely overwhelmed and exhausted lately  #anxiety,1,2026-03-20,22,9
2618,My mind won't stop racing at night 💙 #mentalhealth,1,2026-02-23,33,7
2619,My anxiety is getting worse every day 🙂 #mentalhealth,1,2026-03-04,27,5
2620,My mind won't stop racing at night 💙 #happy,1,2026-04-02,36,6
2621,I feel hopeless about the future 💔 #anxiety,1,2026-03-05,24,9
2622,I am excited about upcoming opportunities,0,2026-03-31,80,13
2623,I can't stop overthinking everything 💙 #happy,1,2026-01-17,26,10
2624,Had a really productive and positive day today 🙂 #happy,0,2026-03-23,106,19
2625,Feeling motivated to achieve my goals !!! #anxiety,0,2026-01-16,24,3
2626,Nothing feels meaningful anymore 🙏 #happy,1,2026-04-15,27,7
2627,Sleep has been really bad due to stress 💔 #anxiety,1,2026-02-12,38,6
2628,Feeling motivated to achieve my goals ... #life,0,2026-01-16,14,13
2629,I feel hopeless about the future 🙏 #life,1,2026-03-17,31,6
2630,I feel empty even when I'm around people 🙂 #wellbeing,1,2026-04-21,24,9
2631,I struggle to get out of bed these days 💙 #stress,1,2026-03-01,45,0
2632,Spent quality time with friends and laughed a lot 😊 #anxiety,0,2026-03-31,73,16
2633,I feel empty even when I'm around people,1,2026-03-19,56,0
2634,Today was simple but really good ... #anxiety,0,2026-02-17,54,11
2635,Today was simple but really good 💔 #wellbeing,0,2026-03-12,58,12
2636,Life has been peaceful and balanced lately 🙏 #mentalhealth,0,2026-03-25,78,7
2637,Just finished a great workout session 🙂,0,2026-03-04,29,14
2638,Spent quality time with friends and laughed a lot 🙂 #stress,0,2026-01-25,53,6
2639,Spent quality time with friends and laughed a lot  #stress,0,2026-02-14,44,16
2640,I feel empty even when I'm around people  #anxiety,1,2026-04-16,20,4
2641,I feel like I'm falling apart mentally 💙 #wellbeing,1,2026-04-27,51,5
2642,Enjoyed a nice walk and fresh air 🙂 #anxiety,0,2026-03-31,55,11
2643,Had a really productive and positive day today 😊 #anxiety,0,2026-01-19,76,25
2644,I feel completely overwhelmed and exhausted lately 😊 #happy,1,2026-04-14,5,10
2645,Nothing feels meaningful anymore  #stress,1,2026-04-24,36,1
2646,Today was simple but really good ... #life,0,2026-03-02,53,13
2647,I feel completely overwhelmed and exhausted lately 💙 #stress,1,2026-03-06,31,1
2648,Feeling motivated to achieve my goals 🙏 #stress,0,2026-01-05,33,13
2649,Nothing feels meaningful anymore 🙏 #anxiety,1,2026-02-26,34,3
2650,Feeling calm and mentally refreshed 💙 #happy,0,2026-04-25,0,10
2651,I feel empty even when I'm around people 🙂 #happy,1,2026-04-07,27,0
2652,Feeling motivated to achieve my goals 😊 #life,0,2026-03-24,61,4
2653,Enjoyed a nice walk and fresh air !!! #mentalhealth,0,2026-02-11,88,24
2654,I struggle to get out of bed these days 💙 #peace,1,2026-03-06,24,0
2655,Just finished a great workout session 💙 #anxiety,0,2026-02-15,57,8
2656,I struggle to get out of bed these days 🙏 #wellbeing,1,2026-02-14,12,2
2657,My anxiety is getting worse every day 😊 #happy,1,2026-02-06,21,0
2658,I can't stop overthinking everything 💙 #stress,1,2026-04-22,16,13
2659,Feeling calm and mentally refreshed !!! #anxiety,0,2026-04-04,82,4
2660,I struggle to get out of bed these days !!! #stress,1,2026-01-20,15,8
2661,I feel completely overwhelmed and exhausted lately 💙 #peace,1,2026-03-05,0,5
2662,Enjoyed a nice walk and fresh air ... #stress,0,2026-03-27,88,8
2663,Had a really productive and positive day today 💔 #happy,0,2026-03-10,85,19
2664,Feeling calm and mentally refreshed  #stress,0,2026-03-03,84,20
2665,Feeling grateful for everything in my life  #mentalhealth,0,2026-02-01,37,3
